O*NET-SOC Code,Element Name,Scale ID,Data Value,Recommend Suppress,Not Relevant
49-3052.00,Equipment Selection,LV,2.25,N,N
49-3052.00,Installation,IM,2,N,
49-3052.00,Installation,LV,1.62,N,N
49-3052.00,Programming,IM,1.25,N,
49-3052.00,Programming,LV,0.25,N,Y
49-3052.00,Operations Monitoring,IM,3.12,N,
49-3052.00,Operations Monitoring,LV,3,N,N
49-3052.00,Operation and Control,IM,3.12,N,
49-3052.00,Operation and Control,LV,3,N,N
49-3052.00,Equipment Maintenance,IM,3.5,N,
49-3052.00,Equipment Maintenance,LV,3.38,N,N
49-3052.00,Troubleshooting,IM,3.88,N,
49-3052.00,Troubleshooting,LV,3.88,N,N
49-3052.00,Repairing,IM,3.88,N,
49-3052.00,Repairing,LV,3.75,N,N
49-3052.00,Quality Control Analysis,IM,3.12,N,
49-3052.00,Quality Control Analysis,LV,3,N,N
49-3052.00,Judgment and Decision Making,IM,3.12,N,
49-3052.00,Judgment and Decision Making,LV,3,N,N
49-3052.00,Systems Analysis,IM,2.38,N,
49-3052.00,Systems Analysis,LV,2.25,N,N
49-3052.00,Systems Evaluation,IM,2.25,N,
49-3052.00,Systems Evaluation,LV,2.25,N,N
49-3052.00,Time Management,IM,3.12,N,
49-3052.00,Time Management,LV,3,N,N
49-3052.00,Management of Financial Resources,IM,1.38,N,
49-3052.00,Management of Financial Resources,LV,0.62,N,N
49-3052.00,Management of Material Resources,IM,1.88,N,
49-3052.00,Management of Material Resources,LV,1.25,N,N
49-3052.00,Management of Personnel Resources,IM,2.12,N,
49-3052.00,Management of Personnel Resources,LV,1.88,N,N
49-3053.00,Reading Comprehension,IM,2.88,N,
49-3053.00,Reading Comprehension,LV,2.62,N,N
49-3053.00,Active Listening,IM,3.12,N,
49-3053.00,Active Listening,LV,2.75,N,N
49-3053.00,Writing,IM,2.62,N,
49-3053.00,Writing,LV,2.5,N,N
49-3053.00,Speaking,IM,2.88,N,
49-3053.00,Speaking,LV,2.5,N,N
49-3053.00,Mathematics,IM,2,N,
49-3053.00,Mathematics,LV,2,N,N
49-3053.00,Science,IM,1.75,N,
49-3053.00,Science,LV,1.12,N,N
49-3053.00,Critical Thinking,IM,3.25,N,
49-3053.00,Critical Thinking,LV,3,N,N
49-3053.00,Active Learning,IM,2.75,N,
49-3053.00,Active Learning,LV,2.75,N,N
49-3053.00,Learning Strategies,IM,2.5,N,
49-3053.00,Learning Strategies,LV,2.12,N,N
49-3053.00,Monitoring,IM,2.88,N,
49-3053.00,Monitoring,LV,2.75,N,N
49-3053.00,Social Perceptiveness,IM,2.75,N,
49-3053.00,Social Perceptiveness,LV,2.38,N,N
49-3053.00,Coordination,IM,2.75,N,
49-3053.00,Coordination,LV,2.88,N,N
49-3053.00,Persuasion,IM,2.12,N,
49-3053.00,Persuasion,LV,2.12,N,N
49-3053.00,Negotiation,IM,2,N,
49-3053.00,Negotiation,LV,1.62,N,N
49-3053.00,Instructing,IM,2.12,N,
49-3053.00,Instructing,LV,2.25,N,N
49-3053.00,Service Orientation,IM,2.38,N,
49-3053.00,Service Orientation,LV,2.5,N,N
49-3053.00,Complex Problem Solving,IM,3,N,
49-3053.00,Complex Problem Solving,LV,2.75,N,N
49-3053.00,Operations Analysis,IM,1.5,N,
49-3053.00,Operations Analysis,LV,0.5,N,N
49-3053.00,Technology Design,IM,1.75,N,
49-3053.00,Technology Design,LV,0.75,N,N
49-3053.00,Equipment Selection,IM,3.25,N,
49-3053.00,Equipment Selection,LV,2.75,N,N
49-3053.00,Installation,IM,1.75,N,
49-3053.00,Installation,LV,0.75,N,N
49-3053.00,Programming,IM,1.38,N,
49-3053.00,Programming,LV,0.38,N,N
49-3053.00,Operations Monitoring,IM,3.38,N,
49-3053.00,Operations Monitoring,LV,3,N,N
49-3053.00,Operation and Control,IM,3.25,N,
49-3053.00,Operation and Control,LV,3,N,N
49-3053.00,Equipment Maintenance,IM,3.88,N,
49-3053.00,Equipment Maintenance,LV,3.62,N,N
49-3053.00,Troubleshooting,IM,3.75,N,
49-3053.00,Troubleshooting,LV,3.62,N,N
49-3053.00,Repairing,IM,3.88,N,
49-3053.00,Repairing,LV,3.62,N,N
49-3053.00,Quality Control Analysis,IM,3.12,N,
49-3053.00,Quality Control Analysis,LV,3,N,N
49-3053.00,Judgment and Decision Making,IM,2.88,N,
49-3053.00,Judgment and Decision Making,LV,2.75,N,N
49-3053.00,Systems Analysis,IM,2.25,N,
49-3053.00,Systems Analysis,LV,2.12,N,N
49-3053.00,Systems Evaluation,IM,2.38,N,
49-3053.00,Systems Evaluation,LV,2,N,N
49-3053.00,Time Management,IM,2.75,N,
49-3053.00,Time Management,LV,2.62,N,N
49-3053.00,Management of Financial Resources,IM,1.75,N,
49-3053.00,Management of Financial Resources,LV,1.12,N,N
49-3053.00,Management of Material Resources,IM,2,N,
49-3053.00,Management of Material Resources,LV,1.12,N,N
49-3053.00,Management of Personnel Resources,IM,1.88,N,
49-3053.00,Management of Personnel Resources,LV,1.75,N,N
49-3091.00,Reading Comprehension,IM,3,N,
49-3091.00,Reading Comprehension,LV,3,N,N
49-3091.00,Active Listening,IM,3.62,N,
49-3091.00,Active Listening,LV,3,N,N
49-3091.00,Writing,IM,2.88,N,
49-3091.00,Writing,LV,2.5,N,N
49-3091.00,Speaking,IM,3.38,N,
49-3091.00,Speaking,LV,3,N,N
49-3091.00,Mathematics,IM,2.12,N,
49-3091.00,Mathematics,LV,2,N,N
49-3091.00,Science,IM,1.25,N,
49-3091.00,Science,LV,0.38,N,Y
49-3091.00,Critical Thinking,IM,3.62,N,
49-3091.00,Critical Thinking,LV,3.12,N,N
49-3091.00,Active Learning,IM,2.88,N,
49-3091.00,Active Learning,LV,2.5,N,N
49-3091.00,Learning Strategies,IM,2.75,N,
49-3091.00,Learning Strategies,LV,2.38,N,N
49-3091.00,Monitoring,IM,2.88,N,
49-3091.00,Monitoring,LV,2.88,N,N
49-3091.00,Social Perceptiveness,IM,3.25,N,
49-3091.00,Social Perceptiveness,LV,3.12,N,N
49-3091.00,Coordination,IM,2.88,N,
49-3091.00,Coordination,LV,2.5,N,N
49-3091.00,Persuasion,IM,2.88,N,
49-3091.00,Persuasion,LV,2.62,N,N
49-3091.00,Negotiation,IM,2.88,N,
49-3091.00,Negotiation,LV,2.62,N,N
49-3091.00,Instructing,IM,2.75,N,
49-3091.00,Instructing,LV,2.75,N,N
49-3091.00,Service Orientation,IM,3.38,N,
49-3091.00,Service Orientation,LV,3,N,N
49-3091.00,Complex Problem Solving,IM,3,N,
49-3091.00,Complex Problem Solving,LV,3,N,N
49-3091.00,Operations Analysis,IM,1.62,N,
49-3091.00,Operations Analysis,LV,0.75,N,N
49-3091.00,Technology Design,IM,1.88,N,
49-3091.00,Technology Design,LV,1.5,N,N
49-3091.00,Equipment Selection,IM,3.38,N,
49-3091.00,Equipment Selection,LV,2.62,N,N
49-3091.00,Installation,IM,2.5,N,
49-3091.00,Installation,LV,1.75,N,N
49-3091.00,Programming,IM,1.12,N,
49-3091.00,Programming,LV,0.12,N,Y
49-3091.00,Operations Monitoring,IM,2.75,N,
49-3091.00,Operations Monitoring,LV,2.25,N,N
49-3091.00,Operation and Control,IM,2.62,N,
49-3091.00,Operation and Control,LV,2,N,N
49-3091.00,Equipment Maintenance,IM,3.38,N,
49-3091.00,Equipment Maintenance,LV,2.88,N,N
49-3091.00,Troubleshooting,IM,3.62,N,
49-3091.00,Troubleshooting,LV,3,N,N
49-3091.00,Repairing,IM,3.88,N,
49-3091.00,Repairing,LV,3.12,N,N
49-3091.00,Quality Control Analysis,IM,3.25,N,
49-3091.00,Quality Control Analysis,LV,3.12,N,N
49-3091.00,Judgment and Decision Making,IM,2.88,N,
49-3091.00,Judgment and Decision Making,LV,2.75,N,N
49-3091.00,Systems Analysis,IM,2.5,N,
49-3091.00,Systems Analysis,LV,2.12,N,N
49-3091.00,Systems Evaluation,IM,2.38,N,
49-3091.00,Systems Evaluation,LV,2.12,N,N
49-3091.00,Time Management,IM,2.75,N,
49-3091.00,Time Management,LV,2.88,N,N
49-3091.00,Management of Financial Resources,IM,1.88,N,
49-3091.00,Management of Financial Resources,LV,1.12,N,N
49-3091.00,Management of Material Resources,IM,2,N,
49-3091.00,Management of Material Resources,LV,1.25,N,N
49-3091.00,Management of Personnel Resources,IM,2.5,N,
49-3091.00,Management of Personnel Resources,LV,2.12,N,N
49-3092.00,Reading Comprehension,IM,3,N,
49-3092.00,Reading Comprehension,LV,3,N,N
49-3092.00,Active Listening,IM,3,N,
49-3092.00,Active Listening,LV,3,N,N
49-3092.00,Writing,IM,2.62,N,
49-3092.00,Writing,LV,2.75,N,N
49-3092.00,Speaking,IM,3,N,
49-3092.00,Speaking,LV,3,N,N
49-3092.00,Mathematics,IM,2,N,
49-3092.00,Mathematics,LV,2,N,N
49-3092.00,Science,IM,1.62,N,
49-3092.00,Science,LV,0.62,N,N
49-3092.00,Critical Thinking,IM,3,N,
49-3092.00,Critical Thinking,LV,3.5,N,N
49-3092.00,Active Learning,IM,3,N,
49-3092.00,Active Learning,LV,3,N,N
49-3092.00,Learning Strategies,IM,2,N,
49-3092.00,Learning Strategies,LV,2,N,N
49-3092.00,Monitoring,IM,2.88,N,
49-3092.00,Monitoring,LV,3,N,N
49-3092.00,Social Perceptiveness,IM,2.75,N,
49-3092.00,Social Perceptiveness,LV,2.88,N,N
49-3092.00,Coordination,IM,2.88,N,
49-3092.00,Coordination,LV,2.88,N,N
49-3092.00,Persuasion,IM,2.5,N,
49-3092.00,Persuasion,LV,2.5,N,N
49-3092.00,Negotiation,IM,2.5,N,
49-3092.00,Negotiation,LV,2.5,N,N
49-3092.00,Instructing,IM,2.5,N,
49-3092.00,Instructing,LV,2.5,N,N
49-3092.00,Service Orientation,IM,3,N,
49-3092.00,Service Orientation,LV,3,N,N
49-3092.00,Complex Problem Solving,IM,3.12,N,
49-3092.00,Complex Problem Solving,LV,3,N,N
49-3092.00,Operations Analysis,IM,1.62,N,
49-3092.00,Operations Analysis,LV,0.62,N,N
49-3092.00,Technology Design,IM,1.62,N,
49-3092.00,Technology Design,LV,0.75,N,N
49-3092.00,Equipment Selection,IM,3,N,
49-3092.00,Equipment Selection,LV,2.88,N,N
49-3092.00,Installation,IM,1.88,N,
49-3092.00,Installation,LV,1.38,N,N
49-3092.00,Programming,IM,1.5,N,
49-3092.00,Programming,LV,0.5,N,N
49-3092.00,Operations Monitoring,IM,3.12,N,
49-3092.00,Operations Monitoring,LV,3,N,N
49-3092.00,Operation and Control,IM,3.12,N,
49-3092.00,Operation and Control,LV,3,N,N
49-3092.00,Equipment Maintenance,IM,3.12,N,
49-3092.00,Equipment Maintenance,LV,3.25,N,N
49-3092.00,Troubleshooting,IM,3.62,N,
49-3092.00,Troubleshooting,LV,3.88,N,N
49-3092.00,Repairing,IM,4,N,
49-3092.00,Repairing,LV,4,N,N
49-3092.00,Quality Control Analysis,IM,3.12,N,
49-3092.00,Quality Control Analysis,LV,3.12,N,N
49-3092.00,Judgment and Decision Making,IM,3,N,
49-3092.00,Judgment and Decision Making,LV,3,N,N
49-3092.00,Systems Analysis,IM,2.88,N,
49-3092.00,Systems Analysis,LV,2.62,N,N
49-3092.00,Systems Evaluation,IM,2.88,N,
49-3092.00,Systems Evaluation,LV,2.75,N,N
49-3092.00,Time Management,IM,2.88,N,
49-3092.00,Time Management,LV,2.88,N,N
49-3092.00,Management of Financial Resources,IM,1.75,N,
49-3092.00,Management of Financial Resources,LV,0.88,N,N
49-3092.00,Management of Material Resources,IM,1.88,N,
49-3092.00,Management of Material Resources,LV,0.88,N,N
49-3092.00,Management of Personnel Resources,IM,1.88,N,
49-3092.00,Management of Personnel Resources,LV,1.62,N,N
49-3093.00,Reading Comprehension,IM,2.5,N,
49-3093.00,Reading Comprehension,LV,2,N,N
49-3093.00,Active Listening,IM,3,N,
49-3093.00,Active Listening,LV,2.5,N,N
49-3093.00,Writing,IM,2.25,N,
49-3093.00,Writing,LV,2.12,N,N
49-3093.00,Speaking,IM,3,N,
49-3093.00,Speaking,LV,2.25,N,N
49-3093.00,Mathematics,IM,2,N,
49-3093.00,Mathematics,LV,1.88,N,N
49-3093.00,Science,IM,1,N,
49-3093.00,Science,LV,0,N,Y
49-3093.00,Critical Thinking,IM,3,N,
49-3093.00,Critical Thinking,LV,2.38,N,N
49-3093.00,Active Learning,IM,2.25,N,
49-3093.00,Active Learning,LV,2,N,N
49-3093.00,Learning Strategies,IM,2.12,N,
49-3093.00,Learning Strategies,LV,2.25,N,N
49-3093.00,Monitoring,IM,2.88,N,
49-3093.00,Monitoring,LV,2.25,N,N
49-3093.00,Social Perceptiveness,IM,2.75,N,
49-3093.00,Social Perceptiveness,LV,2.25,N,N
49-3093.00,Coordination,IM,2.75,N,
49-3093.00,Coordination,LV,2.12,N,N
49-3093.00,Persuasion,IM,2.25,N,
49-3093.00,Persuasion,LV,2,N,N
49-3093.00,Negotiation,IM,2.25,N,
49-3093.00,Negotiation,LV,2.12,N,N
49-3093.00,Instructing,IM,2.25,N,
49-3093.00,Instructing,LV,2.25,N,N
49-3093.00,Service Orientation,IM,3,N,
49-3093.00,Service Orientation,LV,2.62,N,N
49-3093.00,Complex Problem Solving,IM,2.75,N,
49-3093.00,Complex Problem Solving,LV,2.25,N,N
49-3093.00,Operations Analysis,IM,1,N,
49-3093.00,Operations Analysis,LV,0,N,Y
49-3093.00,Technology Design,IM,1.38,N,
49-3093.00,Technology Design,LV,0.5,N,N
49-3093.00,Equipment Selection,IM,2.12,N,
49-3093.00,Equipment Selection,LV,1.62,N,N
49-3093.00,Installation,IM,2,N,
49-3093.00,Installation,LV,1,N,N
49-3093.00,Programming,IM,1,N,
49-3093.00,Programming,LV,0,N,Y
49-3093.00,Operations Monitoring,IM,2.88,N,
49-3093.00,Operations Monitoring,LV,2.75,N,N
49-3093.00,Operation and Control,IM,2.75,N,
49-3093.00,Operation and Control,LV,2.88,N,N
49-3093.00,Equipment Maintenance,IM,2.38,N,
49-3093.00,Equipment Maintenance,LV,2,N,N
49-3093.00,Troubleshooting,IM,2.88,N,
49-3093.00,Troubleshooting,LV,2.62,N,N
49-3093.00,Repairing,IM,2.88,N,
49-3093.00,Repairing,LV,2.75,N,N
49-3093.00,Quality Control Analysis,IM,2.88,N,
49-3093.00,Quality Control Analysis,LV,2.38,N,N
49-3093.00,Judgment and Decision Making,IM,2.62,N,
49-3093.00,Judgment and Decision Making,LV,2.12,N,N
49-3093.00,Systems Analysis,IM,2,N,
49-3093.00,Systems Analysis,LV,2,N,N
49-3093.00,Systems Evaluation,IM,2,N,
49-3093.00,Systems Evaluation,LV,2,N,N
49-3093.00,Time Management,IM,3,N,
49-3093.00,Time Management,LV,2.62,N,N
49-3093.00,Management of Financial Resources,IM,1.75,N,
49-3093.00,Management of Financial Resources,LV,0.75,N,N
49-3093.00,Management of Material Resources,IM,2.12,N,
49-3093.00,Management of Material Resources,LV,1.62,N,N
49-3093.00,Management of Personnel Resources,IM,2.38,N,
49-3093.00,Management of Personnel Resources,LV,2.25,N,N
49-9011.00,Reading Comprehension,IM,3.12,N,
49-9011.00,Reading Comprehension,LV,2.88,N,N
49-9011.00,Active Listening,IM,3.12,N,
49-9011.00,Active Listening,LV,3,N,N
49-9011.00,Writing,IM,2.75,N,
49-9011.00,Writing,LV,2.88,N,N
49-9011.00,Speaking,IM,3.12,N,
49-9011.00,Speaking,LV,3,N,N
49-9011.00,Mathematics,IM,2.5,N,
49-9011.00,Mathematics,LV,2.5,N,N
49-9011.00,Science,IM,1,N,
49-9011.00,Science,LV,0,N,Y
49-9011.00,Critical Thinking,IM,3.5,N,
49-9011.00,Critical Thinking,LV,3,N,N
49-9011.00,Active Learning,IM,3,N,
49-9011.00,Active Learning,LV,2.25,N,N
49-9011.00,Learning Strategies,IM,2.62,N,
49-9011.00,Learning Strategies,LV,2.12,N,N
49-9011.00,Monitoring,IM,3,N,
49-9011.00,Monitoring,LV,3,N,N
49-9011.00,Social Perceptiveness,IM,3,N,
49-9011.00,Social Perceptiveness,LV,2.88,N,N
49-9011.00,Coordination,IM,3,N,
49-9011.00,Coordination,LV,2.88,N,N
49-9011.00,Persuasion,IM,2.88,N,
49-9011.00,Persuasion,LV,2.75,N,N
49-9011.00,Negotiation,IM,2.62,N,
49-9011.00,Negotiation,LV,2.25,N,N
49-9011.00,Instructing,IM,3,N,
49-9011.00,Instructing,LV,2.62,N,N
49-9011.00,Service Orientation,IM,3,N,
49-9011.00,Service Orientation,LV,2.88,N,N
49-9011.00,Complex Problem Solving,IM,3,N,
49-9011.00,Complex Problem Solving,LV,2.88,N,N
49-9011.00,Operations Analysis,IM,1.88,N,
49-9011.00,Operations Analysis,LV,1.12,N,N
49-9011.00,Technology Design,IM,2,N,
49-9011.00,Technology Design,LV,1.5,N,N
49-9011.00,Equipment Selection,IM,2.75,N,
49-9011.00,Equipment Selection,LV,2.5,N,N
49-9011.00,Installation,IM,3.12,N,
49-9011.00,Installation,LV,2.75,N,N
49-9011.00,Programming,IM,1,N,
49-9011.00,Programming,LV,0,N,Y
49-9011.00,Operations Monitoring,IM,3,N,
49-9011.00,Operations Monitoring,LV,2.88,N,N
49-9011.00,Operation and Control,IM,2.75,N,
49-9011.00,Operation and Control,LV,2.75,N,N
49-9011.00,Equipment Maintenance,IM,2.75,N,
49-9011.00,Equipment Maintenance,LV,2.88,N,N
49-9011.00,Troubleshooting,IM,2.88,N,
49-9011.00,Troubleshooting,LV,3,N,N
49-9011.00,Repairing,IM,3,N,
49-9011.00,Repairing,LV,2.75,N,N
49-9011.00,Quality Control Analysis,IM,3.25,N,
49-9011.00,Quality Control Analysis,LV,3.25,N,N
49-9011.00,Judgment and Decision Making,IM,2.88,N,
49-9011.00,Judgment and Decision Making,LV,2.62,N,N
49-9011.00,Systems Analysis,IM,2.12,N,
49-9011.00,Systems Analysis,LV,2,N,N
49-9011.00,Systems Evaluation,IM,2.25,N,
49-9011.00,Systems Evaluation,LV,2.12,N,N
49-9011.00,Time Management,IM,2.88,N,
49-9011.00,Time Management,LV,2.88,N,N
49-9011.00,Management of Financial Resources,IM,1.88,N,
49-9011.00,Management of Financial Resources,LV,1,N,N
49-9011.00,Management of Material Resources,IM,1.88,N,
49-9011.00,Management of Material Resources,LV,1.5,N,N
49-9011.00,Management of Personnel Resources,IM,2.88,N,
49-9011.00,Management of Personnel Resources,LV,2.25,N,N
49-9012.00,Reading Comprehension,IM,3,N,
49-9012.00,Reading Comprehension,LV,3.12,N,N
49-9012.00,Active Listening,IM,3.12,N,
49-9012.00,Active Listening,LV,2.88,N,N
49-9012.00,Writing,IM,3,N,
49-9012.00,Writing,LV,2.88,N,N
49-9012.00,Speaking,IM,3.12,N,
49-9012.00,Speaking,LV,3,N,N
49-9012.00,Mathematics,IM,2.12,N,
49-9012.00,Mathematics,LV,1.5,N,N
49-9012.00,Science,IM,1.75,N,
49-9012.00,Science,LV,1.12,N,N
49-9012.00,Critical Thinking,IM,3.38,N,
49-9012.00,Critical Thinking,LV,3.12,N,N
49-9012.00,Active Learning,IM,2.88,N,
49-9012.00,Active Learning,LV,3,N,N
49-9012.00,Learning Strategies,IM,2.5,N,
49-9012.00,Learning Strategies,LV,2.38,N,N
49-9012.00,Monitoring,IM,3.12,N,
49-9012.00,Monitoring,LV,3,N,N
49-9012.00,Social Perceptiveness,IM,2.88,N,
49-9012.00,Social Perceptiveness,LV,2.75,N,N
49-9012.00,Coordination,IM,3,N,
49-9012.00,Coordination,LV,3,N,N
49-9012.00,Persuasion,IM,2,N,
49-9012.00,Persuasion,LV,1.75,N,N
49-9012.00,Negotiation,IM,2.12,N,
49-9012.00,Negotiation,LV,1.88,N,N
49-9012.00,Instructing,IM,2.25,N,
49-9012.00,Instructing,LV,2.38,N,N
49-9012.00,Service Orientation,IM,2.5,N,
49-9012.00,Service Orientation,LV,2.38,N,N
49-9012.00,Complex Problem Solving,IM,3,N,
49-9012.00,Complex Problem Solving,LV,3,N,N
49-9012.00,Operations Analysis,IM,1.62,N,
49-9012.00,Operations Analysis,LV,0.75,N,N
49-9012.00,Technology Design,IM,1.88,N,
49-9012.00,Technology Design,LV,0.88,N,N
49-9012.00,Equipment Selection,IM,2.88,N,
49-9012.00,Equipment Selection,LV,2.5,N,N
49-9012.00,Installation,IM,2.38,N,
49-9012.00,Installation,LV,2.12,N,N
49-9012.00,Programming,IM,1.62,N,
49-9012.00,Programming,LV,0.75,N,N
49-9012.00,Operations Monitoring,IM,3.12,N,
49-9012.00,Operations Monitoring,LV,3,N,N
49-9012.00,Operation and Control,IM,3,N,
49-9012.00,Operation and Control,LV,3,N,N
49-9012.00,Equipment Maintenance,IM,3.12,N,
49-9012.00,Equipment Maintenance,LV,3.25,N,N
49-9012.00,Troubleshooting,IM,3.12,N,
49-9012.00,Troubleshooting,LV,3.12,N,N
49-9012.00,Repairing,IM,3.25,N,
49-9012.00,Repairing,LV,3.25,N,N
49-9012.00,Quality Control Analysis,IM,3.12,N,
49-9012.00,Quality Control Analysis,LV,3.25,N,N
49-9012.00,Judgment and Decision Making,IM,3.12,N,
49-9012.00,Judgment and Decision Making,LV,3,N,N
49-9012.00,Systems Analysis,IM,2.25,N,
49-9012.00,Systems Analysis,LV,2.12,N,N
49-9012.00,Systems Evaluation,IM,2.12,N,
49-9012.00,Systems Evaluation,LV,2.12,N,N
49-9012.00,Time Management,IM,2.75,N,
49-9012.00,Time Management,LV,2.5,N,N
49-9012.00,Management of Financial Resources,IM,1.88,N,
49-9012.00,Management of Financial Resources,LV,0.88,N,N
49-9012.00,Management of Material Resources,IM,1.75,N,
49-9012.00,Management of Material Resources,LV,0.88,N,N
49-9012.00,Management of Personnel Resources,IM,2,N,
49-9012.00,Management of Personnel Resources,LV,1.5,N,N
49-9021.00,Reading Comprehension,IM,3.38,N,
49-9021.00,Reading Comprehension,LV,3,N,N
49-9021.00,Active Listening,IM,3.25,N,
49-9021.00,Active Listening,LV,2.88,N,N
49-9021.00,Writing,IM,2.88,N,
49-9021.00,Writing,LV,2.62,N,N
49-9021.00,Speaking,IM,3.12,N,
49-9021.00,Speaking,LV,2.62,N,N
49-9021.00,Mathematics,IM,2.5,N,
49-9021.00,Mathematics,LV,2.75,N,N
49-9021.00,Science,IM,1.75,N,
49-9021.00,Science,LV,1.25,N,N
49-9021.00,Critical Thinking,IM,3.5,N,
49-9021.00,Critical Thinking,LV,3.62,N,N
49-9021.00,Active Learning,IM,3.12,N,
49-9021.00,Active Learning,LV,3,N,N
49-9021.00,Learning Strategies,IM,2.75,N,
49-9021.00,Learning Strategies,LV,2.88,N,N
49-9021.00,Monitoring,IM,3.12,N,
49-9021.00,Monitoring,LV,3,N,N
49-9021.00,Social Perceptiveness,IM,3,N,
49-9021.00,Social Perceptiveness,LV,2.75,N,N
49-9021.00,Coordination,IM,3,N,
49-9021.00,Coordination,LV,3.12,N,N
49-9021.00,Persuasion,IM,2.75,N,
49-9021.00,Persuasion,LV,2.62,N,N
49-9021.00,Negotiation,IM,2.38,N,
49-9021.00,Negotiation,LV,2.38,N,N
49-9021.00,Instructing,IM,2.88,N,
49-9021.00,Instructing,LV,2.75,N,N
49-9021.00,Service Orientation,IM,2.88,N,
49-9021.00,Service Orientation,LV,2.88,N,N
49-9021.00,Complex Problem Solving,IM,3.25,N,
49-9021.00,Complex Problem Solving,LV,3.25,N,N
49-9021.00,Operations Analysis,IM,1.62,N,
49-9021.00,Operations Analysis,LV,1.12,N,N
49-9021.00,Technology Design,IM,1.75,N,
49-9021.00,Technology Design,LV,1.25,N,N
49-9021.00,Equipment Selection,IM,3,N,
49-9021.00,Equipment Selection,LV,3.25,N,N
49-9021.00,Installation,IM,3.38,N,
49-9021.00,Installation,LV,3.88,N,N
49-9021.00,Programming,IM,1.62,N,
49-9021.00,Programming,LV,0.75,N,N
49-9021.00,Operations Monitoring,IM,3.62,N,
49-9021.00,Operations Monitoring,LV,3.75,N,N
49-9021.00,Operation and Control,IM,3,N,
49-9021.00,Operation and Control,LV,3.25,N,N
49-9021.00,Equipment Maintenance,IM,3.12,N,
49-9021.00,Equipment Maintenance,LV,3.25,N,N
49-9021.00,Troubleshooting,IM,3.5,N,
49-9021.00,Troubleshooting,LV,3.5,N,N
49-9021.00,Repairing,IM,3.38,N,
49-9021.00,Repairing,LV,3.75,N,N
49-9021.00,Quality Control Analysis,IM,3.25,N,
49-9021.00,Quality Control Analysis,LV,3.25,N,N
49-9021.00,Judgment and Decision Making,IM,3.12,N,
49-9021.00,Judgment and Decision Making,LV,3.38,N,N
49-9021.00,Systems Analysis,IM,3,N,
49-9021.00,Systems Analysis,LV,3.12,N,N
49-9021.00,Systems Evaluation,IM,3,N,
49-9021.00,Systems Evaluation,LV,3.25,N,N
49-9021.00,Time Management,IM,2.88,N,
49-9021.00,Time Management,LV,2.75,N,N
49-9021.00,Management of Financial Resources,IM,1.75,N,
49-9021.00,Management of Financial Resources,LV,1.62,N,N
49-9021.00,Management of Material Resources,IM,2.25,N,
49-9021.00,Management of Material Resources,LV,2.25,N,N
49-9021.00,Management of Personnel Resources,IM,2.88,N,
49-9021.00,Management of Personnel Resources,LV,2.88,N,N
49-9031.00,Reading Comprehension,IM,3.12,N,
49-9031.00,Reading Comprehension,LV,2.88,N,N
49-9031.00,Active Listening,IM,3.38,N,
49-9031.00,Active Listening,LV,3.12,N,N
49-9031.00,Writing,IM,2.75,N,
49-9031.00,Writing,LV,2.75,N,N
49-9031.00,Speaking,IM,3.5,N,
49-9031.00,Speaking,LV,3,N,N
49-9031.00,Mathematics,IM,2.12,N,
49-9031.00,Mathematics,LV,2,N,N
49-9031.00,Science,IM,1.75,N,
49-9031.00,Science,LV,1.25,N,N
49-9031.00,Critical Thinking,IM,3.75,N,
49-9031.00,Critical Thinking,LV,3.25,N,N
49-9031.00,Active Learning,IM,2.88,N,
49-9031.00,Active Learning,LV,2.25,N,N
49-9031.00,Learning Strategies,IM,2.12,N,
49-9031.00,Learning Strategies,LV,2.12,N,N
49-9031.00,Monitoring,IM,2.88,N,
49-9031.00,Monitoring,LV,2.88,N,N
49-9031.00,Social Perceptiveness,IM,2.75,N,
49-9031.00,Social Perceptiveness,LV,2.75,N,N
49-9031.00,Coordination,IM,2.75,N,
49-9031.00,Coordination,LV,2.75,N,N
49-9031.00,Persuasion,IM,2.75,N,
49-9031.00,Persuasion,LV,2.12,N,N
49-9031.00,Negotiation,IM,2.25,N,
49-9031.00,Negotiation,LV,2.12,N,N
49-9031.00,Instructing,IM,2.25,N,
49-9031.00,Instructing,LV,2.5,N,N
49-9031.00,Service Orientation,IM,3,N,
49-9031.00,Service Orientation,LV,2.88,N,N
49-9031.00,Complex Problem Solving,IM,3.12,N,
49-9031.00,Complex Problem Solving,LV,3,N,N
49-9031.00,Operations Analysis,IM,1.88,N,
49-9031.00,Operations Analysis,LV,1.62,N,N
49-9031.00,Technology Design,IM,1.88,N,
49-9031.00,Technology Design,LV,1,N,N
49-9031.00,Equipment Selection,IM,3,N,
49-9031.00,Equipment Selection,LV,2.88,N,N
49-9031.00,Installation,IM,3,N,
49-9031.00,Installation,LV,2.38,N,N
49-9031.00,Programming,IM,1.62,N,
49-9031.00,Programming,LV,0.62,N,N
49-9031.00,Operations Monitoring,IM,3.5,N,
49-9031.00,Operations Monitoring,LV,3.25,N,N
49-9031.00,Operation and Control,IM,2.88,N,
49-9031.00,Operation and Control,LV,3,N,N
49-9031.00,Equipment Maintenance,IM,3.62,N,
49-9031.00,Equipment Maintenance,LV,3.12,N,N
49-9031.00,Troubleshooting,IM,3.62,N,
49-9031.00,Troubleshooting,LV,3.62,N,N
49-9031.00,Repairing,IM,3.88,N,
49-9031.00,Repairing,LV,3.88,N,N
